Geracao 0:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 263:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 264:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 265:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 266:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 267:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 268:
